,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
2.102,123191000.0,130818233733400,130818296410500,62677100,102,102,108,2,3843803.15921498,30628.52738619129,3794477.3199501187,632412.8866583561,4857890.206608487,71691293.91395576,14.757701566912665,14.757701566912665,774.1605977744899,774.1605977744899,32913.33729179735,41.80476340483009
2.103,123191000.0,130818421779100,130818516443100,94664000,103,103,109,2,3543262.8855922786,30628.52738619129,3768224.2964762403,628037.382746043,4827261.679222296,72292300.041237,14.975840309714423,14.975840309714423,789.1364380842043,789.1364380842043,33702.47372988155,41.31689811655316
2.104,123191000.0,130818547319300,130818593096200,45776900,104,104,110,2,3261943.3642295464,30628.52738619129,3741971.273002362,623661.87883373,4796633.151836105,72874085.41625826,15.192757734320951,15.192757734320951,804.3291958185252,804.3291958185252,34506.802925700074,40.8446352280132
2.105,123191000.0,130818765897000,130818797463000,31566000,105,105,111,2,2753742.8739779033,30628.52738619129,3715718.2495284835,619286.374921417,4766004.624449913,73437455.07716109,15.408599207063748,15.408599207063748,819.737795025589,819.737795025589,35326.540720725665,40.3873212514217
2.106,123191000.0,130818922267100,130818952871400,30604300,106,106,112,2,2525244.1186110545,30628.52738619129,3689465.226054605,614910.871009104,4735376.097063722,73983217.61382699,15.623514605250039,15.623514605250039,835.3613096308391,835.3613096308391,36161.902030356505,39.944299815873734
2.107,123191000.0,130819077151100,130819123782800,46631700,107,107,113,2,2312736.556381797,30628.52738619129,3663212.2025807267,610535.3670967909,4704747.569677531,74512182.22285236,15.83765783802924,15.83765783802924,851.1989674688683,851.1989674688683,37013.10099782537,39.51491405796498
2.108,123191000.0,130819233650500,130819265251000,31600500,108,108,114,2,2115419.020601835,30628.52738619129,3636959.1791068483,606159.8631844779,4674119.0422913395,75025155.63874017,16.051186321938744,16.051186321938744,867.2501537908071,867.2501537908071,37880.35115161618,39.0985091128896
2.109,123191000.0,130819375225800,130819466701000,91475200,109,109,115,2,1932498.9791804326,30628.52738619129,3610706.15563297,601784.3592721649,4643490.514905148,75522939.02817866,16.264260427744485,16.264260427744485,883.5144142185516,883.5144142185516,38763.865565834734,38.694434635502056
2.110,123191000.0,130819513619500,130819621572300,107952800,110,110,116,2,1763195.4975990385,30628.52738619129,3584453.1321590915,597408.8553598518,4612861.987518957,76006324.9232586,16.477042913685537,16.477042913685537,899.9914571322371,899.9914571322371,39663.85702296697,38.302047289770684
2.111,123191000.0,130819701666800,130819733194100,31527300,111,111,117,2,1606742.0439801558,30628.52738619129,3558200.108685213,593033.3514475388,4582233.460132766,76476094.25849853,16.689698358643366,16.689698358643366,916.6811554908804,916.6811554908804,40580.53817845785,37.92071315396536
2.113,123191000.0,130819859743400,130819888735700,28992300,113,113,119,2,1462389.092555746,30628.52738619129,3531947.0852113348,588657.8475352258,4551604.932746574,76933013.56577596,16.90239260711766,16.90239260711766,933.5835480979981,933.5835480979981,41514.121726555844,37.54980999766545
2.114,123191000.0,130820045120300,130820076175400,31055100,114,114,120,2,1329406.4917250106,30628.52738619129,3505694.0617374564,584282.3436229128,4520976.405360383,77377832.3708589,17.115292236233387,17.115292236233387,950.6988403342315,950.6988403342315,42464.82056689008,37.188729395119054
2.115,123191000.0,130820234512600,130820311399200,76886600,115,115,121,2,1207085.572129817,30628.52738619129,3479441.038263578,579906.8397105997,4490347.877974192,77811280.82534815,17.32856405336072,17.32856405336072,968.0274043875922,968.0274043875922,43432.84797127767,36.836878647508215
2.116,123191000.0,130820420277100,130820434988700,14711600,116,116,122,2,1094740.978663196,30628.52738619129,3426934.991315821,571155.8318859737,4429090.823201809,78234067.59860191,17.542374631328983,17.542374631328983,985.5697790189213,985.5697790189213,44418.41775029659,36.493682494174166
2.117,123191000.0,130820577007900,130820592540800,15532900,117,117,123,2,991712.2179842369,30628.52738619129,3400681.967841943,566780.3279736607,4398462.295815618,78646878.04572706,17.756889886686245,17.756889886686245,1003.3266689056076,1003.3266689056076,45421.7444192022,36.15858459974587
2.118,123191000.0,130820733986400,130820765965400,31979000,118,118,124,2,897364.9198889236,30628.52738619129,3374428.9443680644,562404.8240613476,4367833.7684294265,79445185.8118184,18.188692616016173,18.188692616016173,1039.4876362266423,1039.4876362266423,47482.530999039474,35.510560177433085
2.119,123191000.0,130820890468700,130820921265700,30797000,119,119,125,2,811091.8167552423,30628.52738619129,3348175.920894186,558029.3201490346,4337205.241043235,79831924.76861063,18.40630551977488,18.40630551977488,1057.893941746417,1057.893941746417,48540.42494078589,35.196625753009045
2.120,123191000.0,130921389699400,130921421294600,31595200,120,120,831,2,0.16991057274775978,30628.52738619129,302825.19792430534,50470.866320722635,784296.0642450443,115497055.41263899,147.26206171111585,147.26206171111585,6850.114271686824,6850.114271686824,397976.73858312855,6.24554114128549
2.121,123191000.0,130821216344700,130821231242100,14897400,121,121,127,2,660478.6184728561,30628.52738619129,3295669.873946429,549278.3123244086,4275948.186270853,80583469.67421007,18.845754476854097,18.845754476854097,1095.3649696880207,1095.3649696880207,50712.309125685075,34.58656097100432
2.122,123191000.0,130821369080100,130821399901000,30820900,122,122,128,2,595064.58021465,30628.52738619129,3269416.850472551,544902.8084120955,4245319.658884661,80949349.56612682,19.067904438412537,19.067904438412537,1114.4328741264333,1114.4328741264333,51826.74199981151,34.289558842669656
3.21,123191000.0,130821508803100,130821540571300,31768200,21,21,129,3,8171451.47514789,30628.52738619129,5947225.244808147,991204.2074680245,7369429.452276174,43430919.419741645,5.893389671615251,5.893389671615251,118.56678240143616,118.56678240143616,1238.056702230902,64.74505489870067
3.22,123191000.0,130821650488600,130821666001300,15512700,22,22,130,3,9891955.648129985,30628.52738619129,5894719.19786039,982453.1996433984,7308172.397503791,43025911.451681376,5.862798554155683,5.862798554155683,131.26339629563267,131.26339629563267,1494.7206962680116,65.07381914938479
3.23,123191000.0,130821714284800,130821793851600,79566800,23,23,131,3,10629513.869764753,30628.52738619129,5868466.174386512,978077.6957310854,7277543.8701176,41605873.13235782,5.693061256541908,5.693061256541908,136.95645755217458,136.95645755217458,1631.677153820186,66.22653186323853
3.25,123191000.0,130821842259500,130821843157300,897800,25,25,133,3,11369969.507294744,30628.52738619129,5842213.150912633,973702.1918187723,7246915.342731409,41168780.76438158,5.65696085095758,5.65696085095758,142.61341840313216,142.61341840313216,1774.2905722233181,66.58134054891867
3.26,123191000.0,130821953283100,130821969439500,16156400,26,26,134,3,12110374.414215917,30628.52738619129,5815960.127438755,969326.6879064593,7216286.8153452175,40728790.98051013,5.620155480546733,5.620155480546733,148.2335738836789,148.2335738836789,1922.524146106997,66.9385012050311
3.27,123191000.0,130822093061900,130822093454100,392200,27,27,135,3,12858846.265916655,30628.52738619129,5763454.080490998,960575.6800818333,7155029.760572835,40141311.78286383,5.610222895795489,5.610222895795489,159.49245361150346,159.49245361150346,2235.898830434209,67.41538604048687
3.28,123191000.0,130822218353500,130822234235900,15882400,28,28,136,3,13601812.499364236,30628.52738619129,5737201.05701712,956200.1761695202,7124401.233186644,39698811.40307479,5.572231280033912,5.572231280033912,165.06468489153738,165.06468489153738,2400.9635153257464,67.77458466683865
3.29,123191000.0,130822325891700,130822341882400,15990700,29,29,137,3,14336591.661128782,30628.52738619129,5710948.033543241,951824.6722572072,7093772.705800452,39264498.09496877,5.535065715153643,5.535065715153643,170.59975060669103,170.59975060669103,2571.5632659324374,68.12713745730713
3.30,123191000.0,130822453526600,130822468648700,15122100,30,30,138,3,15060651.579969622,30628.52738619129,5684695.010069363,947449.1683448942,7063144.178414261,38840904.029786475,5.499095452205055,5.499095452205055,176.0988460588961,176.0988460588961,2747.6621119913334,68.4709889279359
3.31,123191000.0,130822609063900,130822638812900,29749000,31,31,139,3,15771618.104342531,30628.52738619129,5658441.986595484,943073.6644325812,7032515.65102807,38430403.359072104,5.464673705127701,5.464673705127701,181.5635197640238,181.5635197640238,2929.2256317553574,68.8042118668798
3.32,123191000.0,130822764584100,130822812368800,47784700,32,32,140,3,16467281.043346006,30628.52738619129,5632188.963121606,938698.1605202681,7001887.123641878,38035206.27372716,5.4321364515148005,5.4321364515148005,186.9956562155386,186.9956562155386,3116.221287970896,69.1250121569537
3.33,123191000.0,130822923135300,130822923316000,180700,33,33,141,3,17804692.71145929,30628.52738619129,5605935.939647728,934322.6566079551,6971258.596255687,37657355.68447407,5.401801577795451,5.401801577795451,192.39745779333404,192.39745779333404,3308.61874576423,69.43173147025831
3.34,123191000.0,130823045739000,130823107278300,61539300,34,34,142,3,18442858.92146709,30628.52738619129,5579682.916173849,929947.1526956421,6940630.068869496,37298726.31293096,5.3739683491020935,5.3739683491020935,197.77142614243613,197.77142614243613,3506.390171906666,69.72284800599805
3.35,123191000.0,130823201207000,130823248803500,47596500,35,35,143,3,19058552.05750783,30628.52738619129,5553429.892699971,925571.6487833291,6910001.541483304,36961025.95658169,5.3489171796404,5.3489171796404,203.12034332207654,203.12034332207654,3709.510515228743,69.99697546364452
3.37,123191000.0,130823406827800,130823407451400,623600,37,37,145,3,19650386.955419146,30628.52738619129,5500923.845752214,916820.640958703,6848744.486710922,36645798.67419949,5.326909676086097,5.326909676086097,208.44725299816264,208.44725299816264,3917.9577682269055,70.25286045717667
3.38,123191000.0,130823531496900,130823577796400,46299500,38,38,146,3,20217131.105577692,30628.52738619129,5474670.822278336,912445.13704639,6818115.959324731,36354429.6299467,5.308188924333159,5.308188924333159,213.7554419224958,213.7554419224958,4131.713210149402,70.48937858289428
3.39,123191000.0,130823657533000,130823687395300,29862300,39,39,147,3,20757697.274175078,30628.52738619129,5448417.798804457,908069.633134077,6787487.431938539,35848051.018507846,5.281490592501837,5.281490592501837,224.329912503713,224.329912503713,4575.091544564326,70.90043021121036
3.40,123191000.0,130823778797300,130823810437900,31640600,40,40,148,3,21271135.232600715,30628.52738619129,5422164.775330579,903694.1292217639,6756858.904552348,35635078.913740754,5.273911948898633,5.273911948898633,229.60382445261163,229.60382445261163,4804.695369016938,71.07330980855683
3.41,123191000.0,130823920177000,130823936006800,15829800,41,41,149,3,21756622.82709047,30628.52738619129,5395911.7518567005,899318.6253094509,6726230.377166157,35450057.17290953,5.270419712838482,5.270419712838482,234.8742441654501,234.8742441654501,5039.569613182388,71.2235007647397
3.42,123191000.0,130824077619600,130824125381500,47761900,42,42,150,3,22213456.60323517,30628.52738619129,5369658.728382822,894943.1213971379,6695601.849779965,35293689.250423364,5.271175025376278,5.271175025376278,240.14541919082637,240.14541919082637,5279.715032373214,71.35043205232252
3.43,123191000.0,130824233107300,130824294749000,61641700,43,43,151,3,22641042.180411305,30628.52738619129,5343405.704908944,890567.6174848248,6664973.322393774,35166569.526905775,5.276325624402566,5.276325624402566,245.42174481522895,245.42174481522895,5525.1367771884425,71.45362118425389
3.44,123191000.0,130824342828800,130824374533900,31705100,44,44,152,3,23038884.55057959,30628.52738619129,5317152.681435065,886192.1135725118,6634344.795007583,35069193.01039602,5.286006997523851,5.286006997523851,250.7077518127528,250.7077518127528,5775.844529001195,71.53266633894033
3.45,123191000.0,130824484238800,130824516031900,31793100,45,45,153,3,23406578.454965748,30628.52738619129,5290899.657961187,881816.6096601988,6603716.267621391,35001964.9596684,5.3003435552320965,5.3003435552320965,256.0080953679849,256.0080953679849,6031.8526243691795,71.58723854853976
3.46,123191000.0,130824608818100,130824639637900,30819800,46,46,154,3,23743798.9715265,30628.52738619129,5264646.634487309,877441.1057478858,6573087.7402352,34965210.29676618,5.319449804805898,5.319449804805898,261.3275451727908,261.3275451727908,6293.18016954197,71.61707405835963
3.47,123191000.0,130824733457500,130824796156600,62699100,47,47,155,3,24050292.42633001,30628.52738619129,5238393.61101343,873065.6018355727,6542459.212849009,34959182.69562121,5.3434315076758,5.3434315076758,266.6709766804666,266.6709766804666,6559.851146222437,71.62196694919174
3.48,123191000.0,130824890917300,130824920665500,29748200,48,48,156,3,24325867.72343723,30628.52738619129,5212140.587539552,868690.0979232597,6511830.685462818,34984073.25217253,5.372386805183971,5.372386805183971,272.04336348565056,272.04336348565056,6831.894509708088,71.60176209936397
3.49,123191000.0,130825031414200,130825062202000,30787800,49,49,157,3,24570388.170849487,30628.52738619129,5185887.564065673,864314.5940109467,6481202.158076626,35040018.658418804,5.406407299724986,5.406407299724986,277.44977078537556,277.44977078537556,7109.344280493463,71.55634854947293
3.50,123191000.0,130825186051200,130825216766800,30715600,50,50,158,3,24783763.864773057,30628.52738619129,5159634.540591795,859939.0900986337,6450573.630690435,35127108.818153776,5.445579080134298,5.445579080134298,282.89534986550984,282.89534986550984,7392.239630358973,71.4856533203288
3.51,123191000.0,130825324510000,130825370215100,45705100,51,51,159,3,24965944.680956546,30628.52738619129,5133381.517117917,855563.5861863206,6419945.103304244,35245393.85562882,5.489983681868023,5.489983681868023,288.38533354737785,288.38533354737785,7680.624963906351,71.38963572369019
3.52,123191000.0,130825480162500,130825509888700,29726200,52,52,160,3,25236682.565427195,30628.52738619129,5107128.493644038,851188.0822740076,6389316.575918052,35394890.480030924,5.53969897397754,5.53969897397754,293.9250325213554,293.9250325213554,7974.549996427706,71.26828219591454
3.53,123191000.0,130825621676200,130825637435300,15759100,53,53,161,3,25325284.37930334,30628.52738619129,5080875.47017016,846812.5783616946,6358688.048531861,35575587.678475246,5.594799966117097,5.594799966117097,299.51983248747246,299.51983248747246,8274.069828915179,71.12160167668479
3.54,123191000.0,130825778092100,130825778528400,436300,54,54,162,3,25382771.505726825,30628.52738619129,5054622.446696281,842437.0744493816,6328059.52114567,35787451.718257636,5.655359529832372,5.655359529832372,305.1751920173048,305.1751920173048,8579.245020932483,70.94962154844296
